perfil;shopping;genero;ranking;loja;valor;pct_valor;cupons;clientes
Premium;Norte Shopping;Masculino;2;Havan;50799,24;21,6;58;45
Premium;Norte Shopping;Masculino;3;Casas Bahia;25135,94;10,69;14;10
Premium;Norte Shopping;Masculino;4;Vivo;22243,0;9,46;8;8
Premium;Norte Shopping;Masculino;5;Atacadão;17236,9;7,33;81;46
Premium;Norte Shopping;Masculino;6;JCanedo;14404,43;6,12;10;9
Premium;Norte Shopping;Masculino;7;Centauro;14113,5;6,0;26;24
Premium;Norte Shopping;Masculino;8;H'Cel;13055,0;5,55;10;8
Premium;Norte Shopping;Masculino;9;Pittol;11300,61;4,8;36;33
Premium;Norte Shopping;Masculino;10;Claro;10844,8;4,61;5;5
VIP;Balneário Shopping;Feminino;1;Zara;590366,14;28,47;781;547
VIP;Balneário Shopping;Feminino;2;iPlace Mobile;277560,15;13,38;45;33
VIP;Balneário Shopping;Feminino;3;Sephora;269914,09;13,02;460;352
VIP;Balneário Shopping;Feminino;4;Vivara;264717,38;12,77;70;58
VIP;Balneário Shopping;Feminino;5;Renner;170743,59;8,23;466;350
VIP;Balneário Shopping;Feminino;6;.;140484,08;6,77;129;102
VIP;Balneário Shopping;Feminino;7;LE LIS BLANC DEUX;92855,86;4,48;61;51
VIP;Balneário Shopping;Feminino;8;Centauro;91436,76000000001;4,41;186;149
VIP;Balneário Shopping;Feminino;9;Le Creuset;87903,77;4,24;50;40
VIP;Balneário Shopping;Feminino;10;Swarovski;87761,91;4,23;30;28
VIP;Balneário Shopping;Masculino;1;iPlace Mobile;195723,59;20,37;36;26
VIP;Balneário Shopping;Masculino;2;Vivara;178352,53;18,56;36;32
VIP;Balneário Shopping;Masculino;3;Zara;137116,92;14,27;176;134
VIP;Balneário Shopping;Masculino;4;.;82525,2;8,59;63;48
VIP;Balneário Shopping;Masculino;5;Padrão;76866,48;8,0;24;21
VIP;Balneário Shopping;Masculino;6;Samsung;66560,0;6,93;10;8
VIP;Balneário Shopping;Masculino;7;Brooksfield;65450,28;6,81;21;20
VIP;Balneário Shopping;Masculino;8;Boiko;64440,7;6,71;5;4
VIP;Balneário Shopping;Masculino;9;Tok&Stok;47534,45;4,95;29;23
VIP;Balneário Shopping;Masculino;10;Centauro;46299,35;4,82;73;62
VIP;Continente Shopping;Feminino;1;Vivara;88115,0;14,27;20;18
VIP;Continente Shopping;Feminino;2;Óticas Carol;76487,0;12,39;47;29
VIP;Continente Shopping;Feminino;3;Renner;74356,02;12,04;283;208
VIP;Continente Shopping;Feminino;4;Magazine Luiza;70156,53;11,36;28;18
VIP;Continente Shopping;Feminino;5;Vivo;61450,15;9,95;13;10
VIP;Continente Shopping;Feminino;6;Nike Unite;59988,03;9,71;136;97
VIP;Continente Shopping;Feminino;7;C&A;50611,1;8,2;175;134
VIP;Continente Shopping;Feminino;8;Samsung;49912,020000000004;8,08;9;6
VIP;Continente Shopping;Feminino;9;Claro;46866,4;7,59;12;7
VIP;Continente Shopping;Feminino;10;Life Vivara;39595,14;6,41;47;36
VIP;Continente Shopping;Masculino;1;Vivara;187405,73;31,31;28;22
VIP;Continente Shopping;Masculino;2;Magazine Luiza;81164,44;13,56;29;20
VIP;Continente Shopping;Masculino;3;Claro;76654,6;12,81;19;10
VIP;Continente Shopping;Masculino;4;Vivo;64267,15;10,74;13;10
VIP;Continente Shopping;Masculino;5;Samsung;49770,26;8,31;8;6
VIP;Continente Shopping;Masculino;6;Brooksfield;42517,54;7,1;21;16
VIP;Continente Shopping;Masculino;7;Óticas Carol;28766,4;4,81;10;8
VIP;Continente Shopping;Masculino;8;Nike Unite;25687,760000000002;4,29;66;53
VIP;Continente Shopping;Masculino;9;TIM ;21883,16;3,66;9;8
VIP;Continente Shopping;Masculino;10;Polishop;20467,34;3,42;10;8
VIP;Garten Shopping;Feminino;1;Le Lis Blanc;130348,66;17,73;70;52
VIP;Garten Shopping;Feminino;2;Vivara ;122317,52;16,64;34;27
VIP;Garten Shopping;Feminino;3;CVC;111923,20999999999;15,22;8;8
VIP;Garten Shopping;Feminino;4;Renner;92504,96;12,58;292;216
VIP;Garten Shopping;Feminino;5;Idéli Oui;60573,98;8,24;75;66
VIP;Garten Shopping;Feminino;6;Havan;49856,05;6,78;158;110
VIP;Garten Shopping;Feminino;7;Riachuelo;47136,74;6,41;188;150
VIP;Garten Shopping;Feminino;8;Life Vivara;43719,49;5,95;51;41
VIP;Garten Shopping;Feminino;9;Shoulder;39088,09;5,32;39;37
VIP;Garten Shopping;Feminino;10;Chuá Brand;37718,81;5,13;31;28
VIP;Garten Shopping;Masculino;1;CVC;149660,13;23,07;9;9
VIP;Garten Shopping;Masculino;2;Bergerson;128898,44;19,87;5;5
VIP;Garten Shopping;Masculino;3;Vivara ;93675,0;14,44;28;25
VIP;Garten Shopping;Masculino;4;Samsung;74140,0;11,43;13;10
VIP;Garten Shopping;Masculino;5;Brooksfield;57164,42;8,81;28;24
VIP;Garten Shopping;Masculino;6;Havan;39893,53;6,15;51;37
VIP;Garten Shopping;Masculino;7;Vivo;31078,03;4,79;6;5
VIP;Garten Shopping;Masculino;8;Aramis Menswear;28087,5;4,33;14;12
VIP;Garten Shopping;Masculino;9;Idéli Oui;26320,59;4,06;25;22
VIP;Garten Shopping;Masculino;10;Makenji;19828,11;3,06;16;14
VIP;Nações Shopping;Feminino;1;Samsung;61471,0;17,49;13;10
VIP;Nações Shopping;Feminino;2;Renner;55950,44;15,92;175;116
VIP;Nações Shopping;Feminino;3;Vivara;47126,0;13,41;22;18
VIP;Nações Shopping;Feminino;4;Ortobom ;47048,93;13,39;10;8
VIP;Nações Shopping;Feminino;5;Farm;33778,24;9,61;53;31
VIP;Nações Shopping;Feminino;6;Colcci;24420,5;6,95;21;20
VIP;Nações Shopping;Feminino;7;Centauro;22484,93;6,4;48;36
VIP;Nações Shopping;Feminino;8;Tokaia;20744,0;5,9;7;3
VIP;Nações Shopping;Feminino;9;Luz da Lua;19379,170000000002;5,51;20;18
VIP;Nações Shopping;Feminino;10;C&A;19088,6;5,43;80;62
VIP;Nações Shopping;Masculino;1;Samsung;106319,0;40,95;18;17
VIP;Nações Shopping;Masculino;2;Vivara;42155,6;16,24;8;7
VIP;Nações Shopping;Masculino;3;Cassol Centerlar;25754,260000000002;9,92;18;13
VIP;Nações Shopping;Masculino;4;Las Leñas Parrilla Uruguaya;22482,6;8,66;98;5
VIP;Nações Shopping;Masculino;5;Renner;12154,97;4,68;37;27
VIP;Nações Shopping;Masculino;6;Essence Parfums;12095,960000000001;4,66;14;6
VIP;Nações Shopping;Masculino;7;Békko;11425,720000000001;4,4;10;9
VIP;Nações Shopping;Masculino;8;Centauro;11084,26;4,27;28;20
VIP;Nações Shopping;Masculino;9;Vortex Vistos;9645,0;3,71;1;1
VIP;Nações Shopping;Masculino;10;Calvin Klein e Tommy Hilfiger;6539,0;2,52;11;7
VIP;Neumarkt Shopping;Feminino;1;Vivara;277630,61;25,23;49;43
VIP;Neumarkt Shopping;Feminino;2;Renner;135297,77;12,3;444;291
VIP;Neumarkt Shopping;Feminino;3;Le Lis ;106375,76;9,67;75;58
VIP;Neumarkt Shopping;Feminino;4;Life by Vivara;100353,06999999999;9,12;119;86
VIP;Neumarkt Shopping;Feminino;5;Vivo;95263,35;8,66;23;11
VIP;Neumarkt Shopping;Feminino;6;Shoulder;92108,24;8,37;98;78
VIP;Neumarkt Shopping;Feminino;7;Havan;86872,75;7,9;285;201
VIP;Neumarkt Shopping;Feminino;8;Track & Field;71949,11;6,54;90;72
VIP;Neumarkt Shopping;Feminino;9;Farm;68948,81;6,27;118;89
VIP;Neumarkt Shopping;Feminino;10;Idéli.Oui;65397,47;5,94;65;52
VIP;Neumarkt Shopping;Masculino;1;Vivara;102721,66;19,41;20;19
VIP;Neumarkt Shopping;Masculino;2;Cvc Viagens;90449,89;17,09;3;2
VIP;Neumarkt Shopping;Masculino;3;Brooksfield;64265,88;12,15;24;20
VIP;Neumarkt Shopping;Masculino;4;Claro;58295,92;11,02;19;9
VIP;Neumarkt Shopping;Masculino;5;Aramis;48502,14;9,17;26;20
VIP;Neumarkt Shopping;Masculino;6;Samsung;45247,0;8,55;8;7
VIP;Neumarkt Shopping;Masculino;7;Centauro;33796,98;6,39;78;62
VIP;Neumarkt Shopping;Masculino;8;Idéli.Oui;30316,510000000002;5,73;31;19
VIP;Neumarkt Shopping;Masculino;9;Vivo;30154,1;5,7;6;5
VIP;Neumarkt Shopping;Masculino;10;TIM;25353,0;4,79;7;7
VIP;Norte Shopping;Feminino;1;Havan;120290,17;26,22;185;129
VIP;Norte Shopping;Feminino;2;Magazine Luiza;98951,48;21,57;26;21
VIP;Norte Shopping;Feminino;3;Atacadão;49170,18;10,72;215;107
VIP;Norte Shopping;Feminino;4;Casas Bahia;39568,49;8,62;27;18
VIP;Norte Shopping;Feminino;5;Samsung;35139,0;7,66;8;8
VIP;Norte Shopping;Feminino;6;Renner;30406,86;6,63;93;72
VIP;Norte Shopping;Feminino;7;H'Cel;22075,0;4,81;27;9
VIP;Norte Shopping;Feminino;8;Riachuelo;21825,93;4,76;97;77
VIP;Norte Shopping;Feminino;9;Pittol;21769,84;4,74;88;62
VIP;Norte Shopping;Feminino;10;CVC;19633,670000000002;4,28;3;2
VIP;Norte Shopping;Masculino;1;Magazine Luiza;76145,79;30,96;23;17
VIP;Norte Shopping;Masculino;2;Atacadão;27285,829999999998;11,09;101;48
VIP;Norte Shopping;Masculino;3;Havan;26618,93;10,82;45;30
VIP;Norte Shopping;Masculino;4;Samsung;20603,0;8,38;5;5
VIP;Norte Shopping;Masculino;5;Casas Bahia;18424,09;7,49;11;8
VIP;Norte Shopping;Masculino;6;Pittol;16827,12;6,84;42;29
VIP;Norte Shopping;Masculino;7;Centauro;15825,92;6,43;17;15
VIP;Norte Shopping;Masculino;8;JCanedo;15371,98;6,25;10;9
VIP;Norte Shopping;Masculino;9;Claro;15184,8;6,17;4;4
VIP;Norte Shopping;Masculino;10;Vivara;13700,0;5,57;4;3
